,count,scorers,filters.limit,competition.id,competition.area.id,competition.area.name,competition.name,competition.code,competition.plan,competition.lastUpdated,season.id,season.startDate,season.endDate,season.currentMatchday,season.winner
0,10,"[{'player': {'id': 2268, 'name': 'Fabio Quagliarella', 'firstName': 'Fabio', 'lastName': None, 'dateOfBirth': '1983-01-31', 'countryOfBirth': 'Italy', 'nationality': 'Italy', 'position': 'Attacker', 'shirtNumber': 27, 'lastUpdated': '2019-08-26T05:11:27Z'}, 'team': {'id': 584, 'name': 'UC Sampdoria'}, 'numberOfGoals': 26}, {'player': {'id': 2271, 'name': 'Duván Zapata', 'firstName': 'Duván Esteban', 'lastName': None, 'dateOfBirth': '1991-04-01', 'countryOfBirth': 'Colombia', 'nationality': 'Colombia', 'position': 'Attacker', 'shirtNumber': 91, 'lastUpdated': '2020-01-09T03:22:20Z'}, 'team': {'id': 102, 'name': 'Atalanta BC'}, 'numberOfGoals': 23}, {'player': {'id': 10203, 'name': 'Krzysztof Piątek', 'firstName': 'Krzysztof', 'lastName': None, 'dateOfBirth': '1995-07-01', 'countryOfBirth': 'Poland', 'nationality': 'Poland', 'position': 'Attacker', 'shirtNumber': None, 'lastUpdated': '2020-03-03T05:14:08Z'}, 'team': {'id': 98, 'name': 'AC Milan'}, 'numberOfGoals': 22}, {'player': {'id': 44, 'name': 'Cristiano Ronaldo', 'firstName': 'Cristiano Ronaldo', 'lastName': None, 'dateOfBirth': '1985-02-05', 'countryOfBirth': 'Portugal', 'nationality': 'Portugal', 'position': 'Attacker', 'shirtNumber': None, 'lastUpdated': '2020-03-03T05:13:55Z'}, 'team': {'id': 109, 'name': 'Juventus FC'}, 'numberOfGoals': 21}, {'player': {'id': 2105, 'name': 'Arkadiusz Milik', 'firstName': 'Arkadiusz', 'lastName': None, 'dateOfBirth': '1994-02-28', 'countryOfBirth': 'Poland', 'nationality': 'Poland', 'position': 'Attacker', 'shirtNumber': 99, 'lastUpdated': '2020-01-09T03:22:31Z'}, 'team': {'id': 113, 'name': 'SSC Napoli'}, 'numberOfGoals': 17}, {'player': {'id': 2506, 'name': 'Francesco Caputo', 'firstName': 'Francesco', 'lastName': None, 'dateOfBirth': '1987-08-06', 'countryOfBirth': 'Italy', 'nationality': 'Italy', 'position': 'Attacker', 'shirtNumber': 9, 'lastUpdated': '2019-08-26T05:10:19Z'}, 'team': {'id': 445, 'name': 'Empoli FC'}, 'numberOfGoals': 16}, {'player': {'id': 2103, 'name': 'Dries Mertens', 'firstName': 'Dries', 'lastName': None, 'dateOfBirth': '1987-05-06', 'countryOfBirth': 'Belgium', 'nationality': 'Belgium', 'position': 'Attacker', 'shirtNumber': None, 'lastUpdated': '2020-03-03T05:14:18Z'}, 'team': {'id': 113, 'name': 'SSC Napoli'}, 'numberOfGoals': 16}, {'player': {'id': 1925, 'name': 'Leonardo Pavoletti', 'firstName': 'Leonardo', 'lastName': None, 'dateOfBirth': '1988-11-26', 'countryOfBirth': 'Italy', 'nationality': 'Italy', 'position': 'Attacker', 'shirtNumber': 30, 'lastUpdated': '2019-09-19T03:17:11Z'}, 'team': {'id': 104, 'name': 'Cagliari Calcio'}, 'numberOfGoals': 16}, {'player': {'id': 1854, 'name': 'Andrea Petagna', 'firstName': 'Andrea', 'lastName': None, 'dateOfBirth': '1995-06-30', 'countryOfBirth': 'Italy', 'nationality': 'Italy', 'position': 'Attacker', 'shirtNumber': 37, 'lastUpdated': '2019-09-19T03:22:45Z'}, 'team': {'id': 1107, 'name': 'SPAL 2013'}, 'numberOfGoals': 16}, {'player': {'id': 2076, 'name': 'Ciro Immobile', 'firstName': 'Ciro', 'lastName': None, 'dateOfBirth': '1990-02-20', 'countryOfBirth': 'Italy', 'nationality': 'Italy', 'position': 'Attacker', 'shirtNumber': None, 'lastUpdated': '2020-03-03T05:14:04Z'}, 'team': {'id': 110, 'name': 'SS Lazio'}, 'numberOfGoals': 15}]",10,2019,2114,Italy,Serie A,SA,TIER_ONE,2020-03-02T14:20:05Z,290,2018-08-18,2019-05-26,38,
0,10,"[{'player': {'id': 2076, 'name': 'Ciro Immobile', 'firstName': 'Ciro', 'lastName': None, 'dateOfBirth': '1990-02-20', 'countryOfBirth': 'Italy', 'nationality': 'Italy', 'position': 'Attacker', 'shirtNumber': None, 'lastUpdated': '2020-03-03T05:14:04Z'}, 'team': {'id': 110, 'name': 'SS Lazio'}, 'numberOfGoals': 27}, {'player': {'id': 44, 'name': 'Cristiano Ronaldo', 'firstName': 'Cristiano Ronaldo', 'lastName': None, 'dateOfBirth': '1985-02-05', 'countryOfBirth': 'Portugal', 'nationality': 'Portugal', 'position': 'Attacker', 'shirtNumber': None, 'lastUpdated': '2020-03-03T05:13:55Z'}, 'team': {'id': 109, 'name': 'Juventus FC'}, 'numberOfGoals': 21}, {'player': {'id': 3662, 'name': 'Romelu Lukaku', 'firstName': 'Romelu', 'lastName': None, 'dateOfBirth': '1993-05-13', 'countryOfBirth': 'Belgium', 'nationality': 'Belgium', 'position': 'Attacker', 'shirtNumber': None, 'lastUpdated': '2020-03-03T05:14:18Z'}, 'team': {'id': 108, 'name': 'FC Internazionale Milano'}, 'numberOfGoals': 17}, {'player': {'id': 1907, 'name': 'João Pedro Galvão', 'firstName': 'João Pedro Geraldino', 'lastName': None, 'dateOfBirth': '1992-03-09', 'countryOfBirth': 'Brazil', 'nationality': 'Brazil', 'position': 'Midfielder', 'shirtNumber': 10, 'lastUpdated': '2019-09-19T03:17:11Z'}, 'team': {'id': 104, 'name': 'Cagliari Calcio'}, 'numberOfGoals': 16}, {'player': {'id': 1845, 'name': 'Josip Iličić', 'firstName': 'Josip', 'lastName': None, 'dateOfBirth': '1988-01-29', 'countryOfBirth': 'Slovenia', 'nationality': 'Slovenia', 'position': 'Midfielder', 'shirtNumber': 72, 'lastUpdated': '2020-01-09T03:22:20Z'}, 'team': {'id': 102, 'name': 'Atalanta BC'}, 'numberOfGoals': 15}, {'player': {'id': 57, 'name': 'Luis Muriel', 'firstName': 'Luis Fernando', 'lastName': None, 'dateOfBirth': '1991-04-16', 'countryOfBirth': 'Colombia', 'nationality': 'Colombia', 'position': 'Attacker', 'shirtNumber': None, 'lastUpdated': '2020-03-03T05:14:23Z'}, 'team': {'id': 102, 'name': 'Atalanta BC'}, 'numberOfGoals': 13}, {'player': {'id': 1822, 'name': 'Edin Džeko', 'firstName': 'Edin', 'lastName': None, 'dateOfBirth': '1986-03-17', 'countryOfBirth': 'Bosnia and Herzegovina', 'nationality': 'Bosnia and Herzegovina', 'position': 'Attacker', 'shirtNumber': 9, 'lastUpdated': '2020-02-20T04:11:15Z'}, 'team': {'id': 100, 'name': 'AS Roma'}, 'numberOfGoals': 12}, {'player': {'id': 2506, 'name': 'Francesco Caputo', 'firstName': 'Francesco', 'lastName': None, 'dateOfBirth': '1987-08-06', 'countryOfBirth': 'Italy', 'nationality': 'Italy', 'position': 'Attacker', 'shirtNumber': 9, 'lastUpdated': '2019-08-26T05:10:19Z'}, 'team': {'id': 471, 'name': 'US Sassuolo Calcio'}, 'numberOfGoals': 11}, {'player': {'id': 2271, 'name': 'Duván Zapata', 'firstName': 'Duván Esteban', 'lastName': None, 'dateOfBirth': '1991-04-01', 'countryOfBirth': 'Colombia', 'nationality': 'Colombia', 'position': 'Attacker', 'shirtNumber': 91, 'lastUpdated': '2020-01-09T03:22:20Z'}, 'team': {'id': 102, 'name': 'Atalanta BC'}, 'numberOfGoals': 11}, {'player': {'id': 3220, 'name': 'Lautaro Martínez', 'firstName': 'Lautaro Javier', 'lastName': None, 'dateOfBirth': '1997-08-22', 'countryOfBirth': 'Argentina', 'nationality': 'Argentina', 'position': 'Attacker', 'shirtNumber': None, 'lastUpdated': '2020-03-03T05:13:53Z'}, 'team': {'id': 108, 'name': 'FC Internazionale Milano'}, 'numberOfGoals': 11}]",10,2019,2114,Italy,Serie A,SA,TIER_ONE,2020-03-02T14:20:05Z,530,2019-08-24,2020-05-24,26,
